gender,educational_attainment,occupation,industry,race,employment_status,state,age,annual_income_usd,weekly_work_hours
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,Not in Labor Force,Texas/TX,22,1200,12
Female,Associate's degree,OFF-Receptionists And Information Clerks,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Asian Indian alone,Not in Labor Force,California/CA,19,0,0
Female,"1 or more years of college credit, no degree",MGR-Industrial Production Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",South Carolina/SC,18,13000,24
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Illinois/IL,22,30000,40
Female,5,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",Hawaii/HI,22,12000,40
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MFG-Machine Shops; Turned Product; Screw, Nut, And Bolt",White; Some Other Race,"Civilian employed, at work",Florida/FL,22,15000,6
Female,GED or alternative credential,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Ohio/OH,19,0,0
Female,Regular high school diploma,MGR-Education And Childcare Administrators,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,"Civilian employed, at work",Pennsylvania/PA,24,18000,30
Female,Associate's degree,CON-First-Line Supervisors Of Construction Trades And Extraction Workers,RET-Specialty Food Retailers,White alone,Not in Labor Force,Kentucky/KY,20,6100,20
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,"Civilian employed, at work",Iowa/IA,22,20200,35
Female,"1 or more years of college credit, no degree",TRN-Driver/Sales Workers And Truck Drivers,"PRF-Accounting, Tax Preparation, Bookkeeping, And Payroll Services",White alone,"Civilian employed, at work",Florida/FL,22,72000,50
Female,Bachelor's degree,EAT-Cooks,MFG-Beverage,White alone,Not in Labor Force,Florida/FL,20,3000,40
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Maryland/MD,19,0,0
Female,Grade 8,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",Alabama/AL,20,5000,20
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Filipino alone,Not in Labor Force,Florida/FL,18,2000,10
Female,Bachelor's degree,MED-Registered Nurses,RET-Supermarkets And Other Grocery (Except Convenience) Retailers,Black or African American alone,"Civilian employed, at work",Georgia/GA,23,31200,35
Female,12th grade - no diploma,"PRD-Miscellaneous Production Workers, Including Equipment Operators And Tenders",ENT-Spectator Sports,Asian Indian alone,"Civilian employed, at work",Texas/TX,24,38500,40
Female,Regular high school diploma,"OFF-Bookkeeping, Accounting, And Auditing Clerks",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Texas/TX,19,0,0
Female,"Some college, but less than 1 year","ENG-Industrial Engineers, Including Health And Safety",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Texas/TX,21,0,0
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Florida/FL,19,2500,40
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",White alone,Unemployed,California/CA,18,0,0
Female,"1 or more years of college credit, no degree",EDU-Tutors,"MFG-Machinery, N.E.C. Or Not Specified",White alone,"Civilian employed, at work",Massachusetts/MA,20,12000,20
Female,Grade 11,"BUS-Claims Adjusters, Appraisers, Examiners, And Investigators",PRF-Employment Services,White alone,Not in Labor Force,Tennessee/TN,23,6000,32
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",Arizona/AZ,23,25000,40
Female,Regular high school diploma,MED-Registered Nurses,"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",White alone,Unemployed,California/CA,18,0,0
Female,Bachelor's degree,FIN-Insurance Underwriters,RET-Automobile Dealers,White alone,"Civilian employed, at work",Minnesota/MN,24,36000,42
Female,Grade 11,"BUS-Claims Adjusters, Appraisers, Examiners, And Investigators",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Minnesota/MN,22,0,0
Female,"1 or more years of college credit, no degree",SAL-Cashiers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White; Chinese; Filipino,"Civilian employed, at work",New York/NY,23,3000,20
Female,GED or alternative credential,MED-Physicians,"EDU-Other Schools And Instruction, And Educational Support Services",White alone,"Civilian employed, at work",Indiana/IN,21,9000,3
Female,Bachelor's degree,MED-Registered Nurses,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Virginia/VA,18,30000,35
Female,"1 or more years of college credit, no degree",BUS-Project Management Specialists,RET-Electronics And Appliance Retailers,White alone,"Civilian employed, at work",Florida/FL,22,14000,33
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,Not in Labor Force,Pennsylvania/PA,19,1900,11
Female,Bachelor's degree,PRT-Security Guards And Gambling Surveillance Officers,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, with a job but not at work",Washington/WA,22,1700,12
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White; Some Other Race,Not in Labor Force,South Dakota/SD,19,0,0
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Colorado/CO,18,4000,10
Female,GED or alternative credential,"PRD-Inspectors, Testers, Sorters, Samplers, And Weighers",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Black or African American; Filipino,Not in Labor Force,Kansas/KS,18,0,0
Female,Grade 9,MGR-Other Managers,EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",Texas/TX,22,6500,12
Female,Regular high school diploma,"OFF-Bookkeeping, Accounting, And Auditing Clerks",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Oregon/OR,23,0,0
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Other Health Care Services,White alone,"Civilian employed, at work",Washington/WA,22,1200,15
Female,GED or alternative credential,HLS-Personal Care Aides,RET-Clothing And Clothing Accessories Retailers,White alone,"Civilian employed, at work",North Carolina/NC,20,12000,20
Female,Regular high school diploma,"FIN-Tax Examiners And Collectors, And Revenue Agents","ENT-Food Services And Drinking Places, except Alcoholic Beverages",American Indian and Alaska Native alone,"Civilian employed, with a job but not at work",California/CA,21,6000,30
Female,Master's degree,SCI-Other Psychologists,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Florida/FL,18,0,0
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),TRN-Warehousing And Storage,Black or African American alone,"Civilian employed, at work",Arizona/AZ,21,50000,40
Female,"Some college, but less than 1 year",CON-Carpenters,MED-Offices Of Physicians,White alone,"Civilian employed, at work",Arkansas/AR,18,9300,15
Female,Regular high school diploma,MED-Dental Hygienists,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,New Jersey/NJ,18,0,0
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Virginia/VA,20,1300,10
Female,12th grade - no diploma,MGR-Chief Executives And Legislators,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White; American Indian and Alaska Native,Not in Labor Force,Texas/TX,18,0,0
Female,"1 or more years of college credit, no degree",MGR-Chief Executives And Legislators,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White; Black or African American; Some Other Race,Not in Labor Force,Arizona/AZ,18,400,12
Female,Grade 7,MGR-Architectural And Engineering Managers,RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White alone,Not in Labor Force,Colorado/CO,20,3200,20
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Florida/FL,20,0,0
Female,6,MED-Registered Nurses,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Missouri/MO,18,8000,12
Female,GED or alternative credential,PRD-Bakers,RET-Clothing And Clothing Accessories Retailers,White alone,Not in Labor Force,California/CA,21,9000,20
Female,Regular high school diploma,"CMS-Directors, Religious Activities And Education","ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Oklahoma/OK,20,48000,30
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),PRF-Waste Management And Remediation Services,American Indian and Alaska Native alone,"Civilian employed, at work",North Carolina/NC,23,69000,40
Female,Grade 11,"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Ohio/OH,20,0,0
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,Not in Labor Force,New York/NY,22,2000,20
Female,Bachelor's degree,SAL-Cashiers,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,Not in Labor Force,California/CA,22,0,0
