gender,educational_attainment,occupation,industry,race,employment_status,state,age,annual_income_usd,weekly_work_hours,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
Female,GED or alternative credential,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Ohio/OH,19,0,0,2.46,5.52,6.44,8.83,0.43
Female,Regular high school diploma,MGR-Education And Childcare Administrators,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,"Civilian employed, at work",Pennsylvania/PA,24,18000,30,1.61,2.58,3.66,8.34,0.69
Female,Associate's degree,CON-First-Line Supervisors Of Construction Trades And Extraction Workers,RET-Specialty Food Retailers,White alone,Not in Labor Force,Kentucky/KY,20,6100,20,1.87,9.05,9.86,5.35,9.58
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,"Civilian employed, at work",Iowa/IA,22,20200,35,2.85,9.33,5.66,6.0,3.91
Female,"1 or more years of college credit, no degree",TRN-Driver/Sales Workers And Truck Drivers,"PRF-Accounting, Tax Preparation, Bookkeeping, And Payroll Services",White alone,"Civilian employed, at work",Florida/FL,22,72000,50,1.73,4.87,2.06,8.85,1.96
Female,Bachelor's degree,EAT-Cooks,MFG-Beverage,White alone,Not in Labor Force,Florida/FL,20,3000,40,8.97,9.24,3.4,6.23,6.26
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Maryland/MD,19,0,0,0.8,7.94,8.42,8.78,7.81
Female,Grade 8,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",Alabama/AL,20,5000,20,5.25,2.2,2.03,4.39,3.13
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Filipino alone,Not in Labor Force,Florida/FL,18,2000,10,4.1,4.74,7.69,5.48,2.48
Female,Bachelor's degree,MED-Registered Nurses,RET-Supermarkets And Other Grocery (Except Convenience) Retailers,Black or African American alone,"Civilian employed, at work",Georgia/GA,23,31200,35,9.82,4.22,6.11,1.95,8.51
Female,12th grade - no diploma,"PRD-Miscellaneous Production Workers, Including Equipment Operators And Tenders",ENT-Spectator Sports,Asian Indian alone,"Civilian employed, at work",Texas/TX,24,38500,40,1.12,9.76,0.87,2.0,8.18
Female,Regular high school diploma,"OFF-Bookkeeping, Accounting, And Auditing Clerks",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Texas/TX,19,0,0,3.98,8.73,9.96,0.71,1.68
Female,"Some college, but less than 1 year","ENG-Industrial Engineers, Including Health And Safety",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Texas/TX,21,0,0,9.69,3.43,6.9,5.5,7.3
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Florida/FL,19,2500,40,8.66,9.78,2.5,9.14,6.66
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",White alone,Unemployed,California/CA,18,0,0,8.17,6.27,5.38,1.89,5.51
Female,"1 or more years of college credit, no degree",EDU-Tutors,"MFG-Machinery, N.E.C. Or Not Specified",White alone,"Civilian employed, at work",Massachusetts/MA,20,12000,20,2.58,7.69,7.49,1.06,6.7
Female,Grade 11,"BUS-Claims Adjusters, Appraisers, Examiners, And Investigators",PRF-Employment Services,White alone,Not in Labor Force,Tennessee/TN,23,6000,32,1.71,7.88,3.55,2.19,8.23
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",Arizona/AZ,23,25000,40,6.69,9.86,5.7,7.96,7.48
Female,Regular high school diploma,MED-Registered Nurses,"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",White alone,Unemployed,California/CA,18,0,0,9.29,1.0,2.3,2.25,5.02
Female,Bachelor's degree,FIN-Insurance Underwriters,RET-Automobile Dealers,White alone,"Civilian employed, at work",Minnesota/MN,24,36000,42,5.57,2.6,3.62,6.07,2.34
Female,Grade 11,"BUS-Claims Adjusters, Appraisers, Examiners, And Investigators",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Minnesota/MN,22,0,0,5.72,5.42,1.29,5.14,0.02
Female,"1 or more years of college credit, no degree",SAL-Cashiers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White; Chinese; Filipino,"Civilian employed, at work",New York/NY,23,3000,20,2.8,0.98,4.69,7.16,6.66
Female,GED or alternative credential,MED-Physicians,"EDU-Other Schools And Instruction, And Educational Support Services",White alone,"Civilian employed, at work",Indiana/IN,21,9000,3,7.69,8.8,5.06,8.18,4.31
Female,Bachelor's degree,MED-Registered Nurses,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Virginia/VA,18,30000,35,1.87,4.6,0.09,7.79,4.96
Female,"1 or more years of college credit, no degree",BUS-Project Management Specialists,RET-Electronics And Appliance Retailers,White alone,"Civilian employed, at work",Florida/FL,22,14000,33,3.24,1.3,1.27,8.7,3.06
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,Not in Labor Force,Pennsylvania/PA,19,1900,11,4.25,1.7,6.24,2.8,3.56
Female,Bachelor's degree,PRT-Security Guards And Gambling Surveillance Officers,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, with a job but not at work",Washington/WA,22,1700,12,5.08,8.99,9.51,7.36,1.53
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White; Some Other Race,Not in Labor Force,South Dakota/SD,19,0,0,2.42,1.37,2.27,4.52,5.49
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Colorado/CO,18,4000,10,1.15,6.55,8.77,4.56,4.64
Female,GED or alternative credential,"PRD-Inspectors, Testers, Sorters, Samplers, And Weighers",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Black or African American; Filipino,Not in Labor Force,Kansas/KS,18,0,0,6.11,6.42,7.31,1.3,6.02
Female,Grade 9,MGR-Other Managers,EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",Texas/TX,22,6500,12,2.89,8.55,3.99,4.6,5.04
Female,Regular high school diploma,"OFF-Bookkeeping, Accounting, And Auditing Clerks",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Oregon/OR,23,0,0,5.81,2.38,7.51,1.02,5.43
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Other Health Care Services,White alone,"Civilian employed, at work",Washington/WA,22,1200,15,1.54,4.92,4.36,0.07,8.63
Female,GED or alternative credential,HLS-Personal Care Aides,RET-Clothing And Clothing Accessories Retailers,White alone,"Civilian employed, at work",North Carolina/NC,20,12000,20,4.81,5.65,6.07,5.26,4.82
Female,Regular high school diploma,"FIN-Tax Examiners And Collectors, And Revenue Agents","ENT-Food Services And Drinking Places, except Alcoholic Beverages",American Indian and Alaska Native alone,"Civilian employed, with a job but not at work",California/CA,21,6000,30,5.33,1.85,9.3,1.34,6.71
Female,Master's degree,SCI-Other Psychologists,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Florida/FL,18,0,0,0.52,7.58,6.81,2.56,8.22
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),TRN-Warehousing And Storage,Black or African American alone,"Civilian employed, at work",Arizona/AZ,21,50000,40,3.37,2.9,4.3,5.35,5.68
Female,"Some college, but less than 1 year",CON-Carpenters,MED-Offices Of Physicians,White alone,"Civilian employed, at work",Arkansas/AR,18,9300,15,1.34,2.16,9.98,6.6,7.19
Female,Regular high school diploma,MED-Dental Hygienists,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,New Jersey/NJ,18,0,0,0.63,0.74,1.21,6.41,9.52
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Virginia/VA,20,1300,10,9.9,3.39,4.39,8.86,4.08
Female,12th grade - no diploma,MGR-Chief Executives And Legislators,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White; American Indian and Alaska Native,Not in Labor Force,Texas/TX,18,0,0,3.22,0.31,7.79,2.7,7.21
Female,"1 or more years of college credit, no degree",MGR-Chief Executives And Legislators,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White; Black or African American; Some Other Race,Not in Labor Force,Arizona/AZ,18,400,12,8.1,0.23,9.67,1.07,1.33
Female,Grade 7,MGR-Architectural And Engineering Managers,RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White alone,Not in Labor Force,Colorado/CO,20,3200,20,2.55,9.56,4.87,7.13,2.06
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Florida/FL,20,0,0,6.82,1.11,7.21,5.0,8.65
Female,6,MED-Registered Nurses,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Missouri/MO,18,8000,12,7.6,5.79,7.64,7.78,7.21
Female,GED or alternative credential,PRD-Bakers,RET-Clothing And Clothing Accessories Retailers,White alone,Not in Labor Force,California/CA,21,9000,20,5.96,1.93,0.43,2.6,1.26
Female,Regular high school diploma,"CMS-Directors, Religious Activities And Education","ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Oklahoma/OK,20,48000,30,4.72,4.4,5.8,9.76,4.1
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),PRF-Waste Management And Remediation Services,American Indian and Alaska Native alone,"Civilian employed, at work",North Carolina/NC,23,69000,40,4.12,9.71,5.02,6.74,5.04
Female,Grade 11,"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Ohio/OH,20,0,0,3.49,6.39,9.4,5.88,0.81
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,Not in Labor Force,New York/NY,22,2000,20,9.3,2.87,4.0,5.66,0.88
Female,Bachelor's degree,SAL-Cashiers,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,Not in Labor Force,California/CA,22,0,0,8.31,1.03,4.21,8.25,4.3
Female,GED or alternative credential,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Pennsylvania/PA,22,0,0,9.65,5.87,0.89,5.25,1.72
Female,Regular high school diploma,OFF-Customer Service Representatives,"ENT-Recreational Vehicle Parks And Camps, And Rooming And Boarding Houses, Dormitories, And Workers' Camps",Filipino alone,"Civilian employed, at work",California/CA,19,2000,4,1.24,9.96,7.11,5.46,7.49
Female,GED or alternative credential,"TRN-Laborers And Freight, Stock, And Material Movers, Hand","RET-Gift, Novelty, And Souvenir Retailers",White alone,"Civilian employed, at work",California/CA,21,18000,20,7.31,2.14,4.18,3.85,6.03
Female,Master's degree,"TRN-Laborers And Freight, Stock, And Material Movers, Hand",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Vietnamese alone,Not in Labor Force,Michigan/MI,18,0,0,9.38,4.62,6.72,0.65,3.59
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"WHL-Machinery, Equipment, And Supplies Merchant Wholesalers",White alone,"Civilian employed, at work",Colorado/CO,19,6000,40,1.81,6.34,1.54,5.67,0.11
Female,12th grade - no diploma,MGR-Other Managers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White; American Indian and Alaska Native,Not in Labor Force,Louisiana/LA,18,0,0,0.66,8.72,0.1,0.46,7.2
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Promoters Of Performing Arts, Sports, And Similar Events, Agents And Managers For Artists, Athletes, Entertainers, And Other Public Figures",White; Black or African American; Some Other Race,"Civilian employed, at work",District of Columbia/DC,22,25000,12,7.41,2.83,6.28,0.2,3.14
Female,Grade 11,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",Some Other Race alone,"Civilian employed, at work",Michigan/MI,20,2000,4,5.74,1.43,0.77,1.41,1.42
Female,Master's degree,ENT-Artists And Related Workers,MED-Nursing Care Facilities (Skilled Nursing Facilities),White alone,"Civilian employed, at work",North Carolina/NC,24,20000,30,8.42,8.5,7.96,3.52,5.32
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",West Virginia/WV,21,1000,6,1.4,1.83,9.28,0.58,0.66
Female,N/A (less than 3 years old),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Home Health Care Services,White alone,"Civilian employed, at work",New York/NY,22,25200,40,7.95,5.76,4.88,0.16,5.72
Female,12th grade - no diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Ohio/OH,21,16400,0,2.02,3.54,3.05,0.67,0.8
